,utterance_id,gender,age,speaker_id,expression,manual_transcription,discrete_emotion_collection_phase,discrete_emotion_annotation_phase,valence_annotation_phase,arousal_annotation_phase,split,path,target
383,578,m,adult,181,acted,POGORELCI BEZ RODBINE I OGNJIŠTA MOJ BRAT I JA OSTALI SMO SAMI NA SVIJETU SAMO JE BOG BIO S NAMA,sadness,sadness,3.724303539,4.327596636,train,cres_v2.1/audio_files_16000/578.wav,sadness
384,1104,m,adult,321,real,PUTUJE LI ONA ISTO OKO ZEMLJE,neutral,neutral,5.672116627,5.43278993,train,cres_v2.1/audio_files_16000/1104.wav,neutral
385,918,f,adult,298,acted,E A NISTE ČULI PROGOVORILA JA,happiness,happiness,6.44598282,4.699473618,train,cres_v2.1/audio_files_16000/918.wav,happiness
386,153,m,adult,31,acted,TIČE ME SE JEBIGA I STVARNO NISI FER STALNO SEREŠ DA SAM JA ZA SVE KRIV UMJESTO DA MI KAŽEŠ BRACO ODJEBI U SKOKOVIMA KUPILA SAM SI MLAĐEG KOMADA,anger,anger,3.248360099,7.067697675,train,cres_v2.1/audio_files_16000/153.wav,anger
387,362,m,adult,104,acted,TO JE PORUKA BRAVO,happiness,happiness,6.68702861,4.060920763,train,cres_v2.1/audio_files_16000/362.wav,happiness
388,95,m,adult,27,real,ZAŠTO BI ON BIO SLUGA A TO NIJE ZASLUŽIO ZAŠTO NIJE POŠTENO ß JEBEM MU VRAGA AKO NIJE POŠTENO NIJE,anger,anger,3.133491289,6.179543899,train,cres_v2.1/audio_files_16000/95.wav,anger
389,668,f,adult,202,acted,CMIZDR JA NE ZNAM KAJ JA DELAM GROŠ NE ZNAM KAJ JE MENI BILO UDH KAD SI TI ZAMAHNUO NOŽEM JA SAM SI REKLA KAJUDH  CMIZDR UDH ZAKAJ IDH MORA OVO DIJETE SA MONOM UMRIJETI,sadness,sadness,1.417998566,6.786852767,train,cres_v2.1/audio_files_16000/668.wav,sadness
390,934,m,adult,265,real,TAJ RADNIČKI DOM ß SVODOVE ß NEZNAM,sadness,sadness,3.643647354,3.508623452,train,cres_v2.1/audio_files_16000/934.wav,sadness
391,663,f,adult,200,real,AL ZA MENE UOPČE TO NE BRINE SVI PRIČAJU O NEČEM KAKO NAS,sadness,sadness,2.341028822,7.713865385,train,cres_v2.1/audio_files_16000/663.wav,sadness
392,180,f,adult,41,acted,MARŠ KURVE TREBA IH NAUČITI PAMETI,anger,anger,3.243516901,6.301736136,train,cres_v2.1/audio_files_16000/180.wav,anger
393,609,f,adult,186,real,TVOJA MAMA ŽELI DA TI BUDEŠ JAKA KAO I DO SADA I DA NE MISLIŠ UDH NA ANTU LOVRIĆA NEGO NA ANTU SMRC KOJI JE SAD UZ TEBE SMRC,sadness,sadness,2.369187962,8.21579735,train,cres_v2.1/audio_files_16000/609.wav,sadness
394,330,f,adult,88,real,TVRTKE KOJE SU SE IPAK ODLUČILE NA KOLEKTIVNI GODIŠNJI ODMOR UVELE SU GA NA SAMO TJEDAN DANA,neutral,neutral,5.264736243,2.990621932,train,cres_v2.1/audio_files_16000/330.wav,neutral
395,606,f,adult,186,real,ALI MOLE TE TVOJA MAMA I SESTRA DA TE TO NE RASTUŽI ŠMRC I DA TI U SVOM ŽIVOTU OKRENEŠ NOVU STRANICU JER ON TE NIJE VRIJEDAN ,sadness,sadness,1.514607328,8.189273964,train,cres_v2.1/audio_files_16000/606.wav,sadness
396,684,m,adult,208,real,SLIJEDEĆI PLATONOV OPIS NJEZINOGA SMJEŠTAJA IZVAN HERAKLOVIH STUPOVA,neutral,neutral,7.119320992,2.066957467,train,cres_v2.1/audio_files_16000/684.wav,neutral
397,423,f,adult,133,real,ALEN ALEN ALEN NENO,happiness,happiness,7.875399977,6.815053836,train,cres_v2.1/audio_files_16000/423.wav,happiness
398,873,f,adult,284,acted,JA NE MORAM DOĆ NA SP,sadness,sadness,3.652243921,4.785861024,train,cres_v2.1/audio_files_16000/873.wav,sadness
399,174,f,adult,38,real,KUŽIŠ,anger,anger,4.92016149,7.552267887,train,cres_v2.1/audio_files_16000/174.wav,anger
400,957,f,adult,279,real,KUĆA PLJAČKO TUĐE I NOSIO SVE UUU NAM A ZAPALI SE PA I ONO IZGORE I NJEGOVO ODE I ONO TUĐE ŠTO JE,sadness,sadness,3.332251238,5.579458337,train,cres_v2.1/audio_files_16000/957.wav,sadness
401,519,f,adult,161,acted,JA MU NISAM NIŠ NAPRAVILA ON SE SAMO ODJEDNOM PRESTAO MICATI,fear,fear,2.017251366,6.795700604,train,cres_v2.1/audio_files_16000/519.wav,fear
402,354,m,adult,98,real,TAJNA VRATA AA TRESU MI SE RUKE DA SE VIDIM NA OGLEDALO HAHA HA HA UDH IZNENAĐENĐE,happiness,happiness,7.605488545,7.140539776,train,cres_v2.1/audio_files_16000/354.wav,happiness
403,488,f,adult,145,acted,HIHI HIHI HIHI POGOSTITI POGOSTITI ,happiness,happiness,7.249607417,7.122768339,train,cres_v2.1/audio_files_16000/488.wav,happiness
404,812,m,adult,270,acted,SASVIM SIGURNO,happiness,neutral,4.870716502,5.99036323,train,cres_v2.1/audio_files_16000/812.wav,neutral
405,382,m,adult,117,real,KAO JURA I HIII NENO,happiness,happiness,6.856594006,5.62192428,train,cres_v2.1/audio_files_16000/382.wav,happiness
406,937,f,adult,266,real,ČUJTE MI SMO SVI PROŠLI JEDAN PAKAO I ß NE MORAM U DETALJE,sadness,sadness,2.264460332,6.378952255,train,cres_v2.1/audio_files_16000/937.wav,sadness
407,442,f,adult,137,real,KAKO ĆEMO GA NAZVAT HAHA,happiness,happiness,7.477507865,6.053063992,train,cres_v2.1/audio_files_16000/442.wav,happiness
408,580,m,adult,182,acted,U IME KRŠĆANSKE VJERE I BRATSKE LJUBAVI,sadness,sadness,4.907964338,2.97728815,train,cres_v2.1/audio_files_16000/580.wav,sadness
409,388,m,adult,117,real,OČČČI OTVORI,happiness,sadness,4.956086702,7.971363124,train,cres_v2.1/audio_files_16000/388.wav,sadness
410,781,f,adult,252,acted,OOO LJEPOTICA NAŠA IDE KAKO SMO EEE TAKO I TREBA TAKO I TREBA SRCE MOJE LIJEPO,happiness,happiness,8.266461321,5.936573643,train,cres_v2.1/audio_files_16000/781.wav,happiness
411,822,m,adult,273,acted,DER POZNAJEM JA ZASTAJK NJIHOVE METODE,happiness,anger,3.42938809,7.709339181,train,cres_v2.1/audio_files_16000/822.wav,anger
412,297,m,adult,70,real,MOGU SE ODLUČITI ZA KASNIJI POČETAK U RUJNU MJESECU ILI MOGU PRODULJITI ZIMSKI RASPUST ß ZA JEDAN TJEDAN U MJESECU SIJEČNJU,neutral,neutral,5.289263784,4.215970446,train,cres_v2.1/audio_files_16000/297.wav,neutral
413,19,m,adult,11,acted,DAJTE ČOVIČE VEĆ STE MI SE POPELI III DA NE KAŽEM DI,anger,anger,3.720973092,6.319119629,train,cres_v2.1/audio_files_16000/19.wav,anger
414,78,m,adult,24,real,NEMOJ MENI STAVLJAT RIJEČI U USTA,anger,anger,3.203745344,7.594519441,train,cres_v2.1/audio_files_16000/78.wav,anger
415,808,m,adult,269,acted,ILI PIJE EVO VIDIŠ ZNAO SAM HEHE NO A JESE SJEĆAŠ KAD SMO ZIMI ZASTAJK STAVLJALI KESTENJE U VATRU PA JE BACALA PUCNJAVA AH,happiness,happiness,6.809319479,6.418476578,train,cres_v2.1/audio_files_16000/808.wav,happiness
416,484,f,adult,145,acted,OOO HO HO HO TKO JE TO HIHI KAKVI TO GRICKIĆI KAKVI TO PTIČIĆI GRICKAJU MOJU SLAĐANU KUĆICU HA,happiness,happiness,6.777802762,6.906494087,train,cres_v2.1/audio_files_16000/484.wav,happiness
417,874,m,adult,263,acted,PA NE POSLIJE PAUČINU GRICKAM,sadness,sadness,3.558800087,3.227273785,train,cres_v2.1/audio_files_16000/874.wav,sadness
418,47,m,adult,21,real,SADA OTIŠLA DO SAD SI JU LJUBILA UDH KAD SU LJUDI GOVORILI U NJENU KORIST,anger,anger,2.857111334,7.669228413,train,cres_v2.1/audio_files_16000/47.wav,anger
419,435,f,adult,135,real,ß DRAGI NENO SAD SI ČIST,happiness,neutral,5.431148847,4.297918717,train,cres_v2.1/audio_files_16000/435.wav,neutral
420,1082,m,adult,314,real,DOBRO JE POZNATO DA FOSILNA GORIVA DRVO I NIŠTA NI PRIBLIŽNO MOŽE STVORITI NEKOLIKO STOTINA STUPNJEVA ALI NE MOŽE STVORITI HILJADU OSAMSTO STUPNJEVA,neutral,neutral,4.990700557,3.079907986,train,cres_v2.1/audio_files_16000/1082.wav,neutral
421,712,f,adult,223,acted,PRID TVOJOM SU KUĆOM PROPITKUJU SE JEL IMAŠ PUŠKU,fear,fear,2.573616015,6.840443722,train,cres_v2.1/audio_files_16000/712.wav,fear
422,1053,m,adult,304,real,SNAGA JE DOSEGLA ŠEST CIJELIH SEDAM STUPNJEVA RHTEROVE LJESTVICE,neutral,neutral,4.664948206,4.681899343,train,cres_v2.1/audio_files_16000/1053.wav,neutral
423,150,m,adult,31,acted,A JEBALO SE I TEBI I MOJOJ ŽENI I STAROM SVIMA VAM SE JABALO ZA MENE JA SAM BIO NITKO JEL DA A ZNAŠ ZAŠTO ZATO ŠTO SAM BIO DOBAR BRACO JE BIO DOBAR A VI STE TO SVI ISKORIŠTAVALI I ZATO JE BRACO TU DI NIJE A TI SI TU DI JESI ALI NIJE MI ŽAO NE NIJE MI ŽAO GLE UZMI NOSI AJMO,anger,anger,1.898254889,7.838500803,train,cres_v2.1/audio_files_16000/150.wav,anger
424,689,m,adult,209,real,ALI TAKOĐER UKLJUČUJE NEŠTO DUHOVNO,neutral,neutral,6.371791884,3.460352127,train,cres_v2.1/audio_files_16000/689.wav,neutral
425,1101,m,adult,316,real,MOŽDA BI MOGLO PROĆ KAO ZDRAVSTVENI TURIZAM RECIMO ,neutral,neutral,5.543495167,3.825908621,train,cres_v2.1/audio_files_16000/1101.wav,neutral
426,940,f,adult,267,real,NJIH SAM ODVEZLA A VRATILA SAM SE RADI STARIH RODITELJA,sadness,sadness,2.203778114,5.301277313,train,cres_v2.1/audio_files_16000/940.wav,sadness
427,634,f,adult,192,acted,KAKAV JE JEL ZADOVOLJAN ŠTA TI SE ČINI,sadness,sadness,4.025716883,4.128067916,train,cres_v2.1/audio_files_16000/634.wav,sadness
428,914,f,adult,298,acted,JA KUPLA BRDO OD BABE,happiness,happiness,7.333206532,6.033199973,train,cres_v2.1/audio_files_16000/914.wav,happiness
429,611,f,adult,186,real,VAZDA SI GOVORILA DA SAMO IDEŠ DO KRAJA PA TAKO CMIZDR ŽELIM DA I SAD BUDE,sadness,sadness,1.77813652,8.065541785,train,cres_v2.1/audio_files_16000/611.wav,sadness
430,257,f,adult,60,acted,DAJ RUTI KOJI TI JE JEBOTE KAJ OĆEŠ OD MENE,anger,anger,3.014502856,6.998734677,train,cres_v2.1/audio_files_16000/257.wav,anger
431,215,f,adult,50,real,MOLIM,anger,anger,1.813548727,8.913545599,train,cres_v2.1/audio_files_16000/215.wav,anger
432,178,f,adult,41,acted,NIŠTA MAMA VAKO UPADATI MALOJ U SOBU KO JE TO VIDIJA,anger,anger,3.683582278,6.582636605,train,cres_v2.1/audio_files_16000/178.wav,anger
433,863,f,adult,285,acted,EHH IDH NEĆE BENOŠ LAKO SVOJU MARGITU ZABORAVIT,sadness,sadness,4.662112845,3.821257662,train,cres_v2.1/audio_files_16000/863.wav,sadness
434,1,m,adult,1,real,PA JE LI JE LI MOJA SESTRIČNA MOJ ROĐAK VRBANOVIĆ PA JESMO LI MI KORLEONEOVI,anger,anger,2.218735045,8.0634376,train,cres_v2.1/audio_files_16000/1.wav,anger
435,1057,m,adult,304,real,PRATE VALOVE KATASTROFE,neutral,neutral,5.116432618,4.205145908,train,cres_v2.1/audio_files_16000/1057.wav,neutral
436,406,f,adult,125,acted,O LJEPOTICE NAŠA IDE KAKO SMO ,happiness,happiness,7.887981598,5.466627997,train,cres_v2.1/audio_files_16000/406.wav,happiness
437,1118,m,adult,323,acted,IDEMO NA NOĆ FLAMENKO PLESAČA GOSTUJU ŠPANJOLCI,neutral,neutral,6.652251892,4.183629501,train,cres_v2.1/audio_files_16000/1118.wav,neutral
438,924,m,adult,262,acted,AJME ŠTA S TI LIPE RUŽE,happiness,happiness,6.971615069,4.7533235,train,cres_v2.1/audio_files_16000/924.wav,happiness
439,804,m,adult,265,acted,ČERI UDAJEŠ SINA SI VRATIO DER ŠA JOŠ OĆEŠ,happiness,anger,2.194192366,7.963152323,train,cres_v2.1/audio_files_16000/804.wav,anger
440,50,m,adult,21,real,OPET KREĆEŠ U SVOJE LOBIRANJE UDH I TO CIJELO VREME RADIŠ,anger,anger,3.037299234,7.406107643,train,cres_v2.1/audio_files_16000/50.wav,anger
441,1016,f,adult,293,acted,MOŽDA BI TREBALI SPUSTITI NAŠE PUŠKE ß MOŽDA GA ONE PLAŠE,fear,fear,3.501301833,6.890786826,train,cres_v2.1/audio_files_16000/1016.wav,fear
442,322,m,child,82,acted,BEZ BRIGE MAMA SVE ĆE BITI U REDU KAO DA SI I TI S NAMA,neutral,happiness,6.92598606,6.097356065,train,cres_v2.1/audio_files_16000/322.wav,happiness
443,258,f,adult,60,acted,KAK SI NE DAŠ DOKAZAT DA TI VELIN DA NEĆU VIŠE S TOBOM,anger,anger,2.852690588,7.82908946,train,cres_v2.1/audio_files_16000/258.wav,anger
444,538,f,adult,170,real,ČEKAJ NE NEMOJ GA NEMOJ GA DOK GA MAJKA NE POLIŽE,fear,fear,4.272699552,7.643049327,train,cres_v2.1/audio_files_16000/538.wav,fear
445,227,f,adult,55,real,ŠTA SE MIŠAŠ AKO SAM JA STAVILA,anger,anger,3.180937417,7.805421515,train,cres_v2.1/audio_files_16000/227.wav,anger
446,522,f,adult,163,acted,MIRO STANI NEMOJ,fear,fear,3.124753729,6.919048435,train,cres_v2.1/audio_files_16000/522.wav,fear
447,1102,m,adult,319,acted,A TI ZNAŠ DA SMO MI IMALI SVOJU,neutral,neutral,5.099350808,5.538053409,train,cres_v2.1/audio_files_16000/1102.wav,neutral
448,490,f,adult,145,acted,AH A SUNCE MOJE,happiness,sadness,4.182816451,5.807158994,train,cres_v2.1/audio_files_16000/490.wav,sadness
449,862,m,adult,290,acted,IL ĆE PUĆ ZASTAJK IL ĆU SE JA UBIT,sadness,anger,1.499017429,7.8632438,train,cres_v2.1/audio_files_16000/862.wav,anger
450,316,m,adult,79,real,KAD KAŽEM IDEALIZIRANO UDH NARAVNO MORAMO VODIT RAČUNA DA TO ŠTO MI DANAS VIDIMO ŠTA JE MADONA I I NJENA RECIMO ŽENSTVENOST ILI NJENA LJEPOTA ILI NJENA ŽENSKOST NEMA VEZE S ONIM ŠTO JE BILO,neutral,neutral,5.829870709,4.67468793,train,cres_v2.1/audio_files_16000/316.wav,neutral
451,709,f,adult,221,acted,PUSTI ME BLENTO DOŠLA SAM TI REĆ DA TE ŽANDARI ČEKAJU PRID KUĆOM,fear,fear,2.925880131,6.984171486,train,cres_v2.1/audio_files_16000/709.wav,fear
452,1046,m,adult,302,real,A JA SAM SAD VOZIO BRZO ZBOG NEKOG RAZLOGA KOJI JE MOJ RAZLOG,neutral,neutral,5.150661982,4.663543671,train,cres_v2.1/audio_files_16000/1046.wav,neutral
453,856,m,adult,270,acted,DOK ME PAMĆENJE U SMUŠENOJ MI GLAVI STOLUJE MOJ BIJEDNI DUŠE,happiness,neutral,5.471202841,4.288574238,train,cres_v2.1/audio_files_16000/856.wav,neutral
454,891,f,adult,298,acted,TI S POPE LUD,sadness,fear,3.255868689,5.59969043,train,cres_v2.1/audio_files_16000/891.wav,fear
455,345,f,adult,95,acted,TI ĆEŠ IVICE BRIŽNO ZATVORITI VRATA I NE OTVARAJ NIKOM,neutral,neutral,5.616285436,4.7309119,train,cres_v2.1/audio_files_16000/345.wav,neutral
456,288,m,adult,62,real,PRODAJA SKIJAŠKIH ARANMŽANA JE PORASLA ČAK DVADESET POSTO U ODNOSU NA PROŠLU GODINU ŠTO MOŽEMO ZAHVALITI PRVENSTVENO NAŠOJ BOLJOJ PRIPREMI ZA SEZONU,neutral,neutral,5.777220132,3.392360865,train,cres_v2.1/audio_files_16000/288.wav,neutral
457,1069,m,adult,309,acted,JA JE NISAM DUGO VREMENA VIDIO TAKO DA NISAM SIGURAN MISLIM DA NE,neutral,neutral,4.96806082,4.672205218,train,cres_v2.1/audio_files_16000/1069.wav,neutral
458,1097,f,adult,317,real,SVAKI DAN SE IDE U BAZEN DVA SATA DNEVNO,neutral,neutral,5.768701242,3.847761028,train,cres_v2.1/audio_files_16000/1097.wav,neutral
459,501,m,adult,148,acted,MIRO KĆERI NEMOJ TAMO IĆ MINIRANO JE,fear,fear,3.880924433,5.577843568,train,cres_v2.1/audio_files_16000/501.wav,fear
460,1108,m,adult,322,real,JA SAM ZEMLJA VI STE VELIKA KOLA,neutral,neutral,5.284829423,5.317220159,train,cres_v2.1/audio_files_16000/1108.wav,neutral
461,743,f,adult,242,acted,ONDA OSTANI TU SAM,fear,fear,3.390110742,6.819322502,train,cres_v2.1/audio_files_16000/743.wav,fear
462,161,f,adult,33,real,DOK JE HANA MELA I DERALA SE ZA HIGIJENU I REKLA DA DAJE TAMO IZJAVE PITALA SAM ŠTA DAJE,anger,anger,3.989169265,6.573377128,train,cres_v2.1/audio_files_16000/161.wav,anger
463,504,m,adult,150,acted,NE MISLIM JA NIŠTA NEŠTA JE BILO ŠTA JE BILO JA NE ZNAM,fear,fear,3.974242821,6.356717216,train,cres_v2.1/audio_files_16000/504.wav,fear
464,259,f,adult,60,acted,TOTALNI SI DEGENERIK,anger,anger,2.726193635,8.369079482,train,cres_v2.1/audio_files_16000/259.wav,anger
465,771,m,adult,248,acted,AJME MENI UBIT ĆE NAS,fear,fear,1.805369425,8.150705712,train,cres_v2.1/audio_files_16000/771.wav,fear
466,923,m,adult,262,acted,JA Ć ŠTA I TI ZASTAJK MORE I ŽIVE ŽABE HEHE HEHE,happiness,happiness,7.112815524,5.293500446,train,cres_v2.1/audio_files_16000/923.wav,happiness
467,702,m,adult,217,real,U KOJIMA SU MORAM REĆI OŠTRO PROZVALI NEKE OSOBE IZ JAVNOG ŽIVOTA,neutral,neutral,4.464369449,4.306786225,train,cres_v2.1/audio_files_16000/702.wav,neutral
468,480,f,child,144,acted,TAKVOG TE IVICE VOLIM KAD SI DOBAR,happiness,happiness,7.994827725,4.687788221,train,cres_v2.1/audio_files_16000/480.wav,happiness
469,1067,m,adult,305,acted,TO SU MUŠKI RAZGOVORI,neutral,neutral,5.021264532,3.3629534,train,cres_v2.1/audio_files_16000/1067.wav,neutral
470,358,m,adult,101,acted,JOŠ JEDNA TVOJA PENZIJICA HEHEHE NAŠ HEROJ,happiness,happiness,4.449459883,5.05544074,train,cres_v2.1/audio_files_16000/358.wav,happiness
471,740,m,adult,241,acted,NEMA SMISLA ZASTAJK ILI JE BRANKO SAVLADAO OVOG LIKA UDH I ČEKA DA MU NEKO POMOGNE DRŽATI GA NA OKU ILI OVAJ IMA BRANKA NIJE SE VIŠE PUCALO,fear,fear,3.060127499,7.385576239,train,cres_v2.1/audio_files_16000/740.wav,fear
472,960,f,adult,280,real,NISAM ZNALA S KOJE STRANE ĆE DOĆI I DA LI JE ŽIV A JAVLJALI SU KAKO MASAKRIRAJU VOJSKU PA SAM SE BOJALA ZA NJEGA,sadness,sadness,1.067528255,8.745424129,train,cres_v2.1/audio_files_16000/960.wav,sadness
473,124,m,adult,31,acted,ISPOVID TI NE VRIDI NAŠ NEGO AJDE U KUPINE ŽUPNIKU PA SE NJEMU ISPOVIDI S OVIM NEMAN NIKAKVE VEZE,anger,anger,2.431327215,8.188384368,train,cres_v2.1/audio_files_16000/124.wav,anger
474,756,m,adult,249,acted,DIJEEEETE,fear,fear,1.394611514,8.50560619,train,cres_v2.1/audio_files_16000/756.wav,fear
475,517,f,adult,160,acted,PALA SAM ß U KUPAONICI SAM SE POKLIZNULA SAM SE NA KADU I LUPILA,fear,sadness,3.233729977,4.479162525,train,cres_v2.1/audio_files_16000/517.wav,sadness
476,730,f,adult,236,acted,ŽIIIIIVA SAM ,fear,happiness,4.913344498,7.691358168,train,cres_v2.1/audio_files_16000/730.wav,happiness
477,747,f,adult,242,acted,RECI MU DA UMUKNE NIJE NAM DO ZAJEBANCIJE,fear,fear,3.0159143,6.223601108,train,cres_v2.1/audio_files_16000/747.wav,fear
478,698,f,adult,213,real,IAKO ZABRANA PUŠENJA NA JAVNIM MJESTIMA POČINJE ZA DVA DANA UGOSTITELJI SMATRAJU DA ZAKON NEĆE ZAŽIVJETI,neutral,neutral,5.135260429,3.345629275,train,cres_v2.1/audio_files_16000/698.wav,neutral
479,858,f,adult,284,acted,UDH IDH UDH MAMA LAŽEŠ ME UDH,sadness,sadness,2.329457879,7.070058109,train,cres_v2.1/audio_files_16000/858.wav,sadness
480,48,m,adult,21,real,SAD JA NE ŽELIM S TOBOM BITI UDH,anger,anger,2.783907396,6.877084468,train,cres_v2.1/audio_files_16000/48.wav,anger
481,155,m,adult,31,acted,A I IMA VELIKI KURAC JEL DA,anger,anger,4.271233851,5.697161684,train,cres_v2.1/audio_files_16000/155.wav,anger
482,470,f,adult,141,real,VIDI VIDI VIDI ĐAVLIJA JE,happiness,happiness,5.50308625,6.541677685,train,cres_v2.1/audio_files_16000/470.wav,happiness
483,514,m,adult,157,acted,TAKVA SVIRKA ZNAČI ZLO,fear,sadness,3.246029644,5.944617731,train,cres_v2.1/audio_files_16000/514.wav,sadness
484,855,m,adult,288,acted,"HO ZASTAJK MI SMO VRLO RAZGRANATA FAMILIJA I DOZVOLITE DA BUDE I NEKI ZRELIJI ČLAN, HEHE HE",happiness,happiness,7.000321743,3.418158472,train,cres_v2.1/audio_files_16000/855.wav,happiness
485,10,m,adult,6,acted,VAS NIŠTA NISMO  PITALI ZAŠTO STE NAS ZVALI,anger,anger,3.825427527,5.912088273,train,cres_v2.1/audio_files_16000/10.wav,anger
486,129,m,adult,31,acted,JA GROŠA VOLIM KO ROĐENOGA SINA A ON BEZOBRAZAN KO PAS I STALNO ZAPIŠAVA U KREVET I ONDA PLAČE,anger,anger,3.432991229,6.81255511,train,cres_v2.1/audio_files_16000/129.wav,anger
487,410,f,adult,128,acted,ODI LUKICE LJUBAVI DOĐI ,happiness,happiness,7.803692749,2.528338203,train,cres_v2.1/audio_files_16000/410.wav,happiness
488,439,f,adult,137,real,NE NO A LEN NE NO A LEN A LEN,happiness,happiness,5.68615611,7.087431048,train,cres_v2.1/audio_files_16000/439.wav,happiness
489,543,f,adult,171,acted,STANISLAVE JESI DOBRO,fear,fear,3.000202558,7.516278642,train,cres_v2.1/audio_files_16000/543.wav,fear
490,835,m,adult,280,acted,LAKU NOĆ,happiness,happiness,7.415690971,5.884729544,train,cres_v2.1/audio_files_16000/835.wav,happiness
491,216,f,adult,51,real,DVOLIČNA SI JEDNA OBIČNA PRASICA DVOLIČNA AE,anger,anger,2.636615945,7.113197267,train,cres_v2.1/audio_files_16000/216.wav,anger
492,971,f,adult,285,acted,ZAR NIKO VIŠE NEMA POŠTOVANJA PREMA MAJKAMA KOJE DEVET PAKLENIH MJESECI TRPE,sadness,anger,2.582264527,6.914062691,train,cres_v2.1/audio_files_16000/971.wav,anger
493,502,m,adult,149,acted,E E BAŠ SAM HTIO RAZGOVARATI SA VAMA ß SAD KAD JE ß BBB BABA JEL KAD BABE VIŠE NEMA KHM JA IDEM S LIČOM PA BI TREBAO SVOJE PARE IDEM U ZAGREB MISLIM SAD KAD VAM VIŠE NISAM POTREBAN,fear,fear,3.696954676,4.66399452,train,cres_v2.1/audio_files_16000/502.wav,fear
494,457,f,adult,140,real,AJDE SAD SE OKREEENI HAHA,happiness,happiness,7.220491185,5.275509453,train,cres_v2.1/audio_files_16000/457.wav,happiness
495,355,m,adult,98,real,EJ DUŠO KAKO SI UDH,happiness,happiness,8.121488767,4.981487904,train,cres_v2.1/audio_files_16000/355.wav,happiness
496,486,f,adult,145,acted,HEHE HEHE DOĐITE U KUĆICU UĐITE NIGDJE VAM LJEPŠE HEHE HEHE BITI NEĆE,happiness,happiness,7.46143396,5.768647792,train,cres_v2.1/audio_files_16000/486.wav,happiness
497,601,f,adult,186,real,MAMA I TVOJE SESTRE SU PONOSNE NA TEBE PONOSNE SU ŠTO SI NJEZINA KĆER A NAŠA SESTRA,sadness,sadness,3.842194948,7.588763066,train,cres_v2.1/audio_files_16000/601.wav,sadness
498,98,m,adult,28,real,PA ZATO JER TI JE TO SUVIŠNO KUIŠ,anger,anger,4.730759995,6.182423244,train,cres_v2.1/audio_files_16000/98.wav,anger
499,426,f,adult,133,real,HAHA NA SVOJU PARTILJU,happiness,happiness,6.791357001,5.09957112,train,cres_v2.1/audio_files_16000/426.wav,happiness
500,132,m,adult,31,acted,BAŠ ME BRIGA,anger,anger,3.389804152,6.872073841,train,cres_v2.1/audio_files_16000/132.wav,anger
501,55,m,adult,21,real,SHVAĆAŠ ME ŠTA DA ONA RADI,anger,anger,3.136085748,7.697441723,train,cres_v2.1/audio_files_16000/55.wav,anger
502,342,f,adult,95,real,SAD NAKON TOLIKO GODINA KAD SE VRATIM I KAD MI SE SVE TE SLIKE VRAĆAJU ONDA ZAPRAVO VIDIM ŠTA JE RAT I ŠTA JE UČINIO OVOJ DRŽAVI,neutral,sadness,2.163832907,5.554150301,train,cres_v2.1/audio_files_16000/342.wav,sadness
503,557,f,child,172,acted,HOĆU HOĆU ALI NE ZNAM DAL ĆU SVE ZNATI,fear,fear,4.098428667,5.879757043,train,cres_v2.1/audio_files_16000/557.wav,fear
504,162,f,adult,34,real,BOSANKA KOJA IZGLEDA PRLJAVO,anger,anger,2.656231825,7.404067105,train,cres_v2.1/audio_files_16000/162.wav,anger
505,123,m,adult,31,acted,SE KURVAT ĐAVA TE ODNIJA DA TI OD SVOJE PROTEZAT ZVONIK,anger,anger,2.411607663,7.806044612,train,cres_v2.1/audio_files_16000/123.wav,anger
506,633,f,adult,192,acted,ČOVIK MORA BIT NA SVAŠTA PRIPRAVAN IDH,sadness,sadness,2.4946831,3.984351616,train,cres_v2.1/audio_files_16000/633.wav,sadness
507,769,m,adult,250,acted,NE ZNAM KALIBRIRAO SAM SVE,fear,fear,3.317974556,7.627116724,train,cres_v2.1/audio_files_16000/769.wav,fear
508,173,f,adult,38,real,POGLEDAJ SVOJE PONAŠANJE A MENI GOVORIŠ DA SAM BALAVA,anger,anger,3.123736044,7.010726305,train,cres_v2.1/audio_files_16000/173.wav,anger
509,1029,m,adult,296,real,U OVU SEZONU SMO NAŽALOST UŠLI SA ß JEDNOMMM OPERACIJOM,sadness,sadness,3.558357396,4.425168418,train,cres_v2.1/audio_files_16000/1029.wav,sadness
510,243,f,adult,56,real,GLASAT ĆEMO TKO HOĆE DA IZAĐE VAN JA ILI BRANKA JA TU NEĆU S NJOM ŽIVJET,anger,anger,3.414679255,6.096605354,train,cres_v2.1/audio_files_16000/243.wav,anger
511,511,m,adult,154,acted,NEMOJ PETRE,fear,fear,3.767727517,5.67578935,train,cres_v2.1/audio_files_16000/511.wav,fear
512,1062,m,adult,305,acted,ONDA ĆEŠ VEČERAS SIGURNO UŽIVATI VODIM TE U PLAVI PODRUM,neutral,neutral,6.028203337,4.318142073,train,cres_v2.1/audio_files_16000/1062.wav,neutral
513,465,f,adult,140,real,PAZI DA NE UPATIŠ TUĐI,happiness,happiness,6.513556336,6.272725029,train,cres_v2.1/audio_files_16000/465.wav,happiness
514,549,f,child,172,acted,ALI IPAK MENE JE STRAH,fear,fear,3.054504203,5.739621608,train,cres_v2.1/audio_files_16000/549.wav,fear
